Module,scaler_mean,scaler_scale,pca_mean
33,0.5663550364782881,0.08966417993321324,2.9792070818007216e-15
34,0.14185059335169178,0.04188712583251771,3.772042473978406e-15
35,0.4596351310341909,0.09372188597584544,-1.3534871563744e-15
36,0.09650847384785861,0.045367596895353385,4.254044387898349e-16
37,0.07715820800886596,0.0397572948781618,-7.506136033090303e-16
38,0.043168215247871164,0.04916791356398259,3.489272363107635e-16
39,0.05296599878196232,0.03483272017289557,2.9271902724440993e-16
40,0.07839401339555274,0.034759625338060804,3.0069445520180363e-16
41,0.191006898469638,0.04379507941941723,4.214275880501266e-15
42,0.06635184789372447,0.06425069888125644,-1.4892414329340775e-15
43,0.16191099123777805,0.05031424494803638,-1.8988941751905809e-16
44,0.22002566408265517,0.04747228028946296,-8.385696283192882e-16
45,0.10508046876808665,0.05474573017235499,3.191981722788896e-16
46,0.07956781146858204,0.030902273732556593,1.2834554756951744e-15
47,0.17648265269292235,0.05458789589733585,-4.964862325712825e-15
48,0.6748270190172614,0.06229877601121284,3.625019850142945e-15
49,0.4884619480795279,0.056374743129420944,5.19273686889502e-15
50,0.07844217164544781,0.02858327538239194,2.423099772580864e-15
51,0.09429903946368935,0.032222900029863,-4.452986504574494e-15
52,0.07133120590117856,0.0318002139610946,1.077198778100103e-15
53,0.11894829430789382,0.03917590716681055,3.9207149522352465e-15
54,0.045345382262246575,0.0208989517575769,-3.4492956436299386e-15
55,0.12404947747763878,0.04023155178437992,2.1190920294875665e-15
56,0.12008302478311376,0.047599675239654624,-3.2737457015757063e-15
57,0.13916560121433277,0.06105213135505867,-5.121655075113572e-16
58,0.0893051869484368,0.036849515608739475,1.2670157740259043e-15
59,0.19156585995643763,0.06990442435913612,-7.472170305852913e-15
60,0.18700367228222078,0.08903217888491961,-2.6350596706449e-16
61,0.06513514052020175,0.0264762385684408,-5.572479493136508e-16
62,0.07178727904734386,0.04017178191519698,-2.2223471160733013e-15
63,0.03741703383625069,0.03153656134162006,-5.254186590773327e-16
64,0.0762738325949875,0.027485395941078808,-4.545179192790269e-15
65,0.16373128610153279,0.06521455778958438,2.417794890874811e-15
66,0.1343788155023667,0.055890892100364985,2.0651741533079557e-15
67,0.7027237925781981,0.07189387670189985,9.054237550150064e-15
68,0.1744153470359528,0.03474040330786511,2.5126671780410832e-15
69,0.7598621338510122,0.042399481187730195,-1.9254294469598345e-14
70,0.15109033911877534,0.03615433560155091,-3.2392368123888905e-15
71,0.10140314160775948,0.03824734092345104,-3.3669522920970747e-15
72,0.19760321845197654,0.051379699192369545,3.09674732765634e-16
73,0.030046270202258633,0.021799443655153187,-3.1858258873620767e-16
74,0.26490829213490497,0.03443013119472435,-1.0971002319270432e-14
75,0.07107403663638533,0.03852812055795507,-1.333643639822065e-16
76,0.19780457559033718,0.036154650494456014,1.3376992490444401e-14
77,0.11266312096796273,0.03690323874116802,1.2255182010898172e-15
78,0.1380227065446034,0.05437682576105685,-1.840667214212197e-15
79,0.05260291211677943,0.03627777822000408,4.875856187600345e-15
80,0.04724266320399927,0.029372680890774643,1.7055285211952014e-16
81,0.17825577327977865,0.05580730160364805,-5.954688412104605e-15
82,0.122225852997074,0.050836368234616604,-3.769616350604307e-15
83,0.03876010463034481,0.019823254668075527,-1.1441027512205549e-15
84,0.21910901475988392,0.042733286238154186,3.0887809523981036e-16
85,0.1478218284489632,0.05148388501443418,-4.7226120962691755e-15
86,0.10378665756996229,0.04701879550893266,-1.5272989801904714e-15
87,0.057171681699342156,0.027679163284816836,3.501348663783189e-15
88,0.027436719462388036,0.01654210857839021,6.291625914175504e-16
89,0.10814513574419346,0.0583813579433796,2.265166383086323e-15
90,0.0822421288900235,0.040130856639171625,1.2893940463422235e-15
91,0.11513689586730323,0.03631715633554337,8.74722487673031e-15
92,0.04220083921872765,0.02044275545593899,1.4836287594566833e-15
93,0.07072017358942881,0.03850787058219477,1.6523891771431004e-16
94,0.05935321961078924,0.030360051316549393,1.898206170054642e-15
95,0.10817686877846562,0.04023159791511026,-3.3741220298294877e-16
96,0.09786203156646321,0.031753220110997106,1.07002904036769e-16
97,0.2831312914567962,0.049588142956178534,6.987235317406073e-16
98,0.04488688843242481,0.04349772243786825,6.907571564823707e-16
99,0.21836971281537074,0.06227665492569237,-5.887875531769421e-16
100,0.07369597619505368,0.03622037501863447,1.1792408029987883e-15
101,0.08782004952925103,0.037537635542807514,1.1093876302310665e-15
102,0.05047099431889151,0.028726196473967312,9.84028398375363e-17
103,0.17068937383816254,0.03594160326275423,-5.028303641405691e-15
104,0.23621092272894478,0.05298133082219628,-4.866586223663488e-15
105,0.1344126704349573,0.05104487033352488,1.395201994090257e-16
106,0.04181916410042207,0.03258700966884291,-2.9004848099306926e-16
107,0.06012297861616516,0.027956618622270155,-3.2724240074987714e-15
108,0.28160209497014566,0.04831012014592521,-4.448423944199323e-15
109,0.4911552084555047,0.08278528640451725,7.451385308588241e-15
110,0.07247753695515853,0.04413446677183873,1.6367280076013397e-15
111,0.4993570131956886,0.09849545254628132,2.3493564852472328e-15
112,0.7404168733328934,0.06147171332319713,-1.4143719898253046e-14
113,0.3480962163187387,0.06823000902425072,2.4794256667362597e-15
114,0.12335200036468505,0.06252613671998082,1.628761632343103e-15
115,0.36452568022986503,0.03867635692014239,-1.7605327212736622e-15
116,0.16544173538221607,0.06613316764266568,6.236223395334131e-16
117,0.4204526428884907,0.0774992600948447,-7.44856086645123e-15
118,0.0441859773973464,0.026284013644529165,7.710002818107904e-16
119,0.17426352768580733,0.0485902557980332,1.6526245473211846e-15
120,0.15956564019562458,0.06861318294137904,5.872015202846205e-15
121,0.06763600139030214,0.018096144726368894,4.506216375618166e-15
122,0.3040270301895224,0.04919045374251242,1.8836675352083604e-15
123,0.2582970777788854,0.05644294952841585,-3.783738561289363e-15
124,0.15942215261879586,0.05860221579326641,-4.269687452041796e-15
125,0.4231951262090054,0.04635332082840947,-1.023027426344094e-15
126,0.02848877761616306,0.017147684718602473,1.3575291865480393e-15
127,0.20905113072635528,0.04307267079118371,-3.613837503509153e-16
128,0.5698898566132622,0.06447178091931216,6.06458421931576e-16
129,0.07579066336148692,0.026168096747627993,-4.581462411011874e-15
130,0.15201363905708354,0.050363159153258424,-2.2573086402179716e-15
131,0.13914126900774207,0.04913470804129281,-5.21663599466973e-15
132,0.2420708901619734,0.04348666611286844,1.0670597550441654e-15
133,0.37783196666911206,0.08278993273230328,-8.413940704562993e-15
134,0.04948753772048291,0.03004291906449499,1.291421850953411e-15
135,0.09702124681822037,0.048752934614691816,3.4432846513896327e-16
136,0.6819932633157098,0.06304603699545301,-1.6570965807047856e-15
137,0.5417615094019574,0.08805791439859352,-5.125420997962921e-15
138,0.08024388651845304,0.03423276680397816,2.238841133937514e-15
139,0.10312279390753105,0.03629804735196059,4.2545875498477744e-16
140,0.6050120811618538,0.06618244989910249,-3.5389535760817285e-15
141,0.07404192611573454,0.03261848773237363,3.6467893284409495e-16
142,0.3570582646582785,0.05421397749539653,8.568922914132324e-16
143,0.22539595418106256,0.0596563112181265,-2.0099888992463534e-15
144,0.2599847117200812,0.06556273381079353,1.356818549664208e-15
145,0.17506613834716486,0.0578985563932445,-1.6558699399690004e-15
146,0.03179969852906119,0.017030423723060604,-6.189149359717279e-16
147,0.3481021789922435,0.09409507688712788,5.341237345867876e-15
148,0.10939717068015162,0.02599045228682585,-9.25910069786864e-16
149,0.06038706245132226,0.05457494206275317,3.2277942006543325e-15
150,0.0687556631151817,0.02830780603353638,5.371690625832317e-16
151,0.10075776450995932,0.03309341059794053,-3.6307841563312196e-15
152,0.4079172556036034,0.05896923009034868,-7.26352369568037e-15
153,0.13192180074689674,0.05652913221680797,-4.808418105229625e-15
154,0.2659329787257794,0.06390204249403923,9.427806799360115e-15
155,0.08066867414216658,0.03658038488470397,-4.731121633476837e-16
156,0.11301073299652122,0.03811272780972939,-1.6057315656874736e-15
157,0.46877385160741475,0.09264852112792323,2.631418222408962e-15
158,0.08134521439154298,0.042415300051611274,3.943066066454095e-15
159,0.0492844239791117,0.030621750927146373,-1.409324204775313e-15
160,0.12135161981061514,0.0443872951779248,-1.6964758220381143e-15
161,0.07441922118652326,0.03872922283309449,-3.5785319767965134e-17
162,0.039919894430956386,0.031791180908237064,2.9873907218387283e-19
163,0.09985518551542492,0.034475335056978126,-7.552485852774589e-16
164,0.3034016216508063,0.07009440695997665,-6.797418321480272e-15
165,0.34325394257958014,0.08639438231539304,-8.561391068433627e-15
166,0.17896725291906893,0.05747460202127746,-2.771284687560746e-15
167,0.12759242321486755,0.0439515486476737,1.913769457286767e-15
168,0.7854627815597544,0.0632689943015745,2.146326169631747e-14
169,0.39633648448893305,0.046864349800340446,-3.571597609242184e-15
170,0.047185436732961245,0.03026101134450236,-5.093193388963691e-15
171,0.2328663022710182,0.07866313271800175,-1.993331932797313e-15
172,0.1647714101662114,0.053190968264051675,-2.7472769293961515e-15
173,0.22579281407404245,0.06583826022304276,-4.544454976857702e-15
174,0.07781909812040037,0.04789730741241545,2.9827919506669284e-15
175,0.04781398877696077,0.033943092278337667,1.6521900177616444e-15
176,0.21905054540261815,0.07712981928538576,-8.661622553500895e-16
177,0.5065431038328735,0.06058943335880717,1.2177546062926994e-14
178,0.34142805910196306,0.0986320792996114,9.409013395910002e-16
179,0.20842776530946883,0.05280050506828148,-9.808816801483595e-15
180,0.5869487201363555,0.05508681431079193,-1.4201005378519093e-14
181,0.3265585131699172,0.06104844454538381,1.6384661258395003e-15
182,0.064910484310366,0.03058408202525311,5.785036869344912e-16
183,0.5495825770151735,0.05282596713424928,1.4626699503681956e-14
184,0.10896289632201288,0.04537993968413889,-9.755188611677012e-16
185,0.06521946693032489,0.042995188275838765,-1.8509148696580195e-16
186,0.344065646602962,0.05026948938417584,8.599412404893394e-15
187,0.07034099732871786,0.03264535626202903,1.995905162532715e-16
188,0.05948694302420643,0.022678626820304273,9.32862542739507e-16
189,0.04504484719173099,0.0237326834239332,-4.406288155972661e-16
190,0.07400578858116702,0.07088225600694326,5.21290628261701e-16
191,0.14469835647051604,0.04702006869439775,-4.848625668535827e-15
192,0.23385395423980615,0.04214250648604109,-5.724582944373885e-15
193,0.038111370784644744,0.030375645962239076,-1.2262786278190125e-15
194,0.045848302815566934,0.030453908138688947,1.294535979463449e-15
195,0.09560875641425344,0.03627093736217263,2.6164473211779293e-15
196,0.15960700808398207,0.053943544008050626,-3.869051198145751e-15
197,0.14473696731278624,0.040799690763457526,-3.825055080242308e-15
198,0.32792332615324227,0.07137074747450244,-2.08327955162213e-15
199,0.14458693228469974,0.04569770197143988,3.031866632797497e-15
200,0.18978772257226914,0.056564783690320024,4.962273253753898e-15
201,0.09212053468050682,0.03848558705503756,-4.347685507979258e-15
202,0.3198471618808698,0.05120909301861552,2.1159054793842717e-15
203,0.4925950116412408,0.09972551780595139,2.013501346519303e-15
204,0.5605267720243106,0.1081167186102693,5.917858071377693e-15
205,0.28035043555127365,0.09696901825509556,-5.681184304614809e-15
206,0.031122338677794924,0.014125475826880025,6.671391170164884e-15
207,0.10280886140688074,0.04504301764570557,-2.8766581057492396e-15
208,0.15374430285774715,0.04662001290661892,-1.7909860012381033e-15
209,0.13079890768999747,0.07663024350799638,-4.798654769188707e-16
210,0.09317435588009783,0.032193317669807646,3.412777055230249e-15
211,0.1982564915932501,0.04312478207589421,-6.3049333819364215e-15
212,0.05416272589265777,0.03469940788344672,-1.4078757729101789e-16
213,0.4818646982365095,0.08399034668472831,-7.217825670335395e-15
214,0.9082423169784939,0.056600605338137856,6.682702517761664e-16
215,0.20535375403619271,0.06145033670066429,1.138250181215498e-15
216,0.08866510026817219,0.032793216696719106,-2.44784985207634e-15
217,0.03386620487472511,0.020949424461314772,-1.6857574262361232e-15
218,0.1338617759025566,0.07021645048716271,3.643276881168e-15
219,0.10571844096315967,0.0372120003499918,4.131507052108019e-15
220,0.17002241615734312,0.049903410204137175,-5.660182042570368e-15
221,0.7665047612807648,0.051562363869663785,3.5089710364734562e-15
222,0.04867803842423313,0.03018489797817323,-2.7527809704836604e-15
223,0.4755797042131899,0.05358488777493076,6.425026488954339e-15
224,0.7027139261885962,0.07145711847423446,-5.324996803580062e-15
225,0.2598401604962073,0.04735028551844495,-1.3396546320623709e-15
226,0.06221332641215068,0.029691254257833866,5.314296513176385e-15
227,0.1370961217279503,0.04348178512234442,-2.8688365736775162e-15
228,0.1117634518739188,0.04954738550751052,4.62013554181095e-16
229,0.1340652303315185,0.04108285026004585,3.5247589438034162e-15
230,0.7007564986654147,0.06719018939829499,1.1504894304758798e-14
231,0.5573200598971341,0.07599705033622456,7.953339371450404e-16
232,0.081094840019244,0.059227240493369165,-9.237374219891632e-17
233,0.09183507882441869,0.04227536090314577,1.0877723307155806e-16
234,0.06196425335173509,0.030887380007684102,-2.6893758655874224e-15
235,0.34718078153460713,0.0692837488470091,2.7956183428949962e-15
236,0.043226466229088115,0.03134867755044552,-9.443775760673217e-16
237,0.1827450935725157,0.05132260618567839,-1.483375283880285e-15
238,0.0881627073228491,0.036880146745487855,-2.4643257645422385e-15
239,0.1650202485284677,0.03457407746589904,4.318644449083323e-15
240,0.07723930543300819,0.026563628939951667,8.308929394340783e-16
241,0.10542812619671875,0.048166159893355744,-6.626575782987725e-17
242,0.515592640731601,0.0873135696985535,-2.74796493453209e-15
243,0.17732706374520152,0.04178807619915362,4.2960489119872333e-16
244,0.054999253862629806,0.02732385434718338,-3.4456745639671036e-15
245,0.4071857127524552,0.07711253487623898,-7.237162235734933e-15
246,0.04978620946033053,0.019525396013998487,-3.936982652620533e-15
247,0.6166446002495192,0.05617645006282304,-5.08290952272124e-15
248,0.850820207720204,0.05392906397518801,-3.923801922647813e-15
249,0.0752445384599959,0.031470197075658485,1.4401758035026655e-15
250,0.04627132691659543,0.021151998308115424,-1.3880322563578442e-15
251,0.17607632462671305,0.05692432861049153,4.71955228395408e-15
252,0.6295658329516863,0.06753048962341099,-6.3632508699063765e-15
253,0.1080146433270001,0.03548293374605618,-3.1691689209130367e-15
254,0.6219556603365378,0.05699148856393164,-1.7701285823801745e-15
255,0.597319968997457,0.06045584668424986,1.6064268129827378e-14
256,0.4212260242581768,0.058325216717749775,1.470788410972271e-14
257,0.699849938717496,0.05909622323071025,-3.2625475127183896e-15
258,0.6088245328596745,0.04839734830075327,-3.2882300202270454e-15
259,0.2089140792095101,0.05615727002262809,-1.5869019514407326e-15
260,0.4909540200765382,0.06237943507551204,-1.4962301166833485e-15
261,0.12694186758478973,0.032764794419570274,5.1265435326584e-15
262,0.061142285982623994,0.03331876898201959,-1.730876078835045e-17
263,0.060393424090206566,0.01906035940280864,5.289709382265737e-15
264,0.7932787940873778,0.061214046310198014,-8.600643571978757e-15
265,0.4492740817269211,0.06517067812141972,1.3599145727759317e-15
266,0.5713991275073926,0.059588278959371056,-1.5543484452718476e-14
267,0.20949076998457142,0.05275615282249015,5.7081251373063e-15
268,0.13221408290072087,0.04648280140077634,-4.252813220812986e-15
269,0.042629662327642676,0.01722496078975842,-1.1237296517675305e-15
270,0.3421426446359661,0.039143819570524034,-5.4785486866825726e-15
271,0.6456220345189351,0.04806376946922089,-6.047782409680207e-15
272,0.0926925508327424,0.03816377339208229,-4.3827737699121274e-16
273,0.7413632985176962,0.07448642113502417,5.4639195248447206e-15
274,0.28192902443456547,0.045667863164454967,9.854913145591483e-15
275,0.10420158528653871,0.03672318404351103,-4.485562642491272e-15
276,0.6766683482129778,0.058582870079759757,1.6429562646214157e-15
277,0.5415792390805008,0.049283042915261956,-1.0081991051247854e-16
278,0.4208054844640218,0.030418243557643644,1.8046881666822703e-14
279,0.497573849342709,0.045359733690348646,8.8555313694457e-15
280,0.06263192964505665,0.01764129503379346,8.405612221338473e-16
281,0.6326981933548479,0.04644251578756286,-1.2047911410997507e-14
282,0.07837423910132443,0.019998447018841667,1.954224272438697e-15
283,0.2624002538180381,0.033944140799401244,2.6315834341685787e-15
284,0.21284702624483504,0.04157446607047064,4.244846845554749e-15
285,0.06837369189327906,0.035048533750960516,-4.3929490037646934e-15
286,0.06815376111899443,0.02116189451540603,-5.357314939570863e-15
287,0.23433062648079114,0.05177325831696205,-2.9941983516048578e-15
288,0.30727926532838196,0.05483549742994543,-1.1570363425062852e-14
289,0.04450434217293407,0.01533005028005471,-2.5670557945768624e-15
290,0.06899955300934045,0.030887275979697357,-4.065386137464655e-16
291,0.5724397657433312,0.04634391672573273,-3.345538584875943e-14
292,0.6413856642698317,0.0632949215279293,-7.951076196661133e-15
293,0.6066642003337648,0.05541504287975524,-2.060104641779987e-15
294,0.38559375515666494,0.07252647171745956,-9.165676842567502e-15
295,0.12053530512288749,0.04471011172153884,-2.8790842291233387e-15
296,0.04125234967796792,0.023217845954496906,-1.3695556973782294e-15
297,0.1262483108497843,0.03514124730665453,-2.150341946977831e-15
298,0.27797797766625176,0.04804705304823247,-4.795594956873611e-15
299,0.5588774798138253,0.05587915698979351,-8.602888641369715e-15
300,0.07255393581636618,0.038687756908280795,-1.825313836441777e-15
301,0.19204229234612813,0.0736550267019976,-3.5656771439934495e-15
302,0.4681210720070595,0.05975073119402465,-9.21593742828765e-15
303,0.8344979590331679,0.053949987452317535,-2.6696301181859843e-14
304,0.10924308774076495,0.03933751931303261,-4.010762150750792e-15
305,0.5594342988948066,0.05383125645619845,-8.006931350460359e-16
306,0.29187174597276105,0.061489414746427114,2.5170486844331135e-15
307,0.038297187582818075,0.014109031494644219,-1.779108859944005e-15
308,0.042900632919946,0.014031766185295558,1.0247655445822547e-15
309,0.36701917911706944,0.05260834128942643,-1.789392726186456e-15
310,0.1578038476172644,0.053616661702790995,-1.652660758117813e-15
311,0.10932189664054094,0.03944034440435081,3.8796247507612285e-16
312,0.04961172956569699,0.019439162952848574,3.037361621185849e-16
313,0.5059978463961331,0.07410180188280892,-6.639321983400904e-15
314,0.13563682083580197,0.04570659137617268,2.5845818201449827e-15
315,0.4660799889242894,0.05413424236472028,-1.6981560030016698e-14
316,0.17410659357690614,0.04445364230553153,6.415539260237712e-15
317,0.8215692827751412,0.04828599268373745,1.2376560601196397e-14
318,0.5573869776647908,0.0935418540882926,1.8750747131684535e-14
319,0.7869911319807825,0.09035163876627046,1.5806157571460513e-14
320,0.170616564809333,0.04431074987910534,2.2715756940895406e-15
321,0.09271550979530405,0.03624859949428161,1.7475330452840852e-15
322,0.8892753986965707,0.04672782370899528,-3.2247887045341795e-15
323,0.25382569811956357,0.05606837618656709,1.4818906412185227e-15
324,0.9340094314757929,0.033545101168644446,7.79140468892843e-15
325,0.17488172246796152,0.03625347553165168,-2.9738116731030978e-15
326,0.05933664459947074,0.03493262584490341,-3.484474432554379e-16
327,0.06747364839305028,0.032312859531246255,2.0726335774133958e-15
328,0.1529750805516719,0.039345964129538676,-3.0987751322675277e-15
329,0.13848033848913394,0.03563248993914587,-3.048876654513664e-15
330,0.09610456580451013,0.02771601023387061,4.029465027209334e-15
331,0.4513459449578804,0.10704709486480736,-3.123470895568061e-15
332,0.06586044389752796,0.026133507522446118,-1.862719589358861e-15
333,0.07640291639652809,0.03337887482393201,3.940006254138999e-15
334,0.7375705825381638,0.0626843883189118,-8.361652314231659e-15
335,0.07867829751081654,0.025100182912287886,-1.595158013071996e-15
336,0.8166254044414604,0.056816865957601784,-1.4570319293331617e-14
337,0.20525736750040363,0.05393847869707776,-5.152044986183914e-15
338,0.05686566241815313,0.021613375926895332,-3.3298181201547036e-15
339,0.07940212848456163,0.025123901389794083,7.712899681838171e-16
340,0.5056056466601002,0.04319336009571756,6.4333549721788585e-15
341,0.11972568988565042,0.03039791955208741,6.973475214687301e-15
342,0.06055880859800093,0.0264042551658876,1.7212440069319044e-15
343,0.2104090010427125,0.04370442598136971,1.0069348956874982e-14
344,0.8699320303442831,0.045834416343052596,1.4446731844439065e-14
345,0.09589845900989154,0.0319953253260611,4.03662571224259e-15
346,0.2031976674672095,0.047462546802356634,1.5613371290211186e-15
347,0.11450248402858101,0.038031047584075287,6.400982519993116e-16
348,0.14866510386049034,0.042006320402144644,6.3211015026309795e-15
349,0.49321311168940923,0.07179851813675163,2.882958784362572e-15
350,0.059060727702343344,0.023650949664946384,-1.6617134572749e-16
351,0.7015552523175191,0.07427837541916625,-1.156533012433151e-14
352,0.04820585414761578,0.02186007533925194,-2.0090836293306445e-15
353,0.09407701216908933,0.03396527995648034,3.046921271495733e-15
354,0.07447835657180177,0.0358479775018299,-8.503471899226584e-16
355,0.09281937173435424,0.029143828231038227,4.570237064057086e-15
356,0.41444572395032864,0.05323456726792313,-2.42724590879481e-15
357,0.03845075645805918,0.02207662595367192,6.115641442561732e-16
358,0.20750465939606785,0.062378958769296694,-3.3482675210368468e-15
359,0.09194251961142091,0.02761446298805799,-3.971600174197233e-16
360,0.26512560184113415,0.05493886955130881,-7.10021300288652e-16
361,0.1656026174559421,0.041761009416417035,4.192811930799813e-15
362,0.8893643958684248,0.04582379205118827,3.1201032914816245e-15
363,0.09429625160297518,0.035145441216401396,-3.907108745402145e-15
364,0.1337870144150207,0.027694974036519385,3.29931052399532e-15
365,0.056745449410365974,0.01944059286808735,-4.975797986294586e-15
366,0.05796982503857717,0.028682627042185063,-1.4635317673279502e-15
367,0.14252483027075682,0.04114364046595331,5.583342732125013e-16
368,0.09860610558081621,0.03444817109366219,4.402146546108293e-15
369,0.7339042541796039,0.06595625803436933,5.989265762328796e-15
370,0.0799862230397739,0.03515947952740911,-2.055614502998072e-15
371,0.767925503836421,0.06244641019326838,1.809815615484844e-15
372,0.07584946373688845,0.025891916057751853,1.5760749232488564e-16
373,0.5605250551117716,0.07526979075256597,6.303815373590522e-15
374,0.6917395164534557,0.05862493993848545,-3.729356734277951e-15
375,0.11005998412864887,0.042632785987078856,1.0666976470778819e-15
376,0.06793459817481332,0.03103200409886548,-4.930389647322638e-15
377,0.6139422713640253,0.07333762416741083,-5.169743013036019e-15
378,0.18774973269338155,0.044646798964260374,-6.526633984293484e-16
379,0.16100346334017684,0.043846687487280565,5.943857423356848e-15
380,0.3082138827918623,0.048439310764080507,-8.043866363021275e-15
381,0.11626803129733179,0.04156667092641325,-5.00049374959512e-15
382,0.6830792012237421,0.05533553303205466,9.760765074357777e-15
383,0.3391643753323521,0.0335446398138282,-9.74251483285709e-15
384,0.3999665878972955,0.03463493784358827,2.208967226719127e-15
385,0.09041514005862139,0.02817181654822026,1.0553274569365805e-15
386,0.6726495884025676,0.047329329064275845,2.8309890490415667e-14
387,0.1674007596002185,0.04054170971862923,5.357677047537147e-15
388,0.05280720778495806,0.017515229217937807,-6.7403501059939955e-15
389,0.23391711442316648,0.049273023791625896,8.594270471772167e-15
390,0.08124853314838473,0.037697751214896484,4.4517191266925025e-15
391,0.06750483303431457,0.02724857230012961,8.871645173945315e-17
392,0.10752139117101184,0.04476364129655073,6.240206582963249e-16
393,0.09388764401931801,0.04487115784381614,-5.195506994837089e-15
394,0.06290600031725703,0.022104028410041148,-2.29351943684632e-15
395,0.401580557840517,0.03482030631004749,-4.545179192790269e-16
396,0.15699620103854073,0.056140142629965514,-4.2670802746845547e-16
397,0.3786057273671536,0.08516825569588679,8.239504244505083e-15
398,0.1356875736631851,0.06130871077328467,-3.224643861347666e-15
399,0.1592144384809651,0.058194773555726935,3.640343806641103e-15
400,0.6282595225321597,0.046643964482622015,8.189089762899265e-15
401,0.5138833887321465,0.03958746968872177,-1.087917173902094e-15
402,0.03796905923344681,0.01789304327221505,-1.959221362373409e-15
403,0.0578255787510636,0.021848095709584354,2.432387841916035e-15
404,0.09511053046549482,0.028549784885207898,3.727313087443239e-15
405,0.05768201971875234,0.02873799877995537,-1.5913196686293911e-15
406,0.1677824194060065,0.042517799106062536,2.300100749133522e-15
407,0.06708046577523914,0.028121710414235418,-3.8209632602233046e-16
408,0.18629026430425075,0.0430406152466254,-4.943063426142559e-15
409,0.4635833620009515,0.03987085011683521,6.1861076528004975e-15
410,0.26812056793925226,0.042520986341223775,4.815347946434375e-15
411,0.2623690183951173,0.055725884290140616,1.0436358959752028e-15
412,0.14736929326765652,0.03933330602202599,-4.036489921755233e-15
413,0.15551142959783298,0.04824121971649332,4.0081730787918647e-16
414,0.054734332145395824,0.019174440389268237,5.326825448809794e-15
415,0.07715364749118889,0.027892690875045506,-4.1557456541011195e-15
416,0.6873432924364006,0.07441713943857023,7.95913309891094e-15
417,0.10217563373756891,0.035223562702888886,-3.2888093929730992e-15
418,0.05272941874339229,0.01836740344447471,2.980510670479342e-16
419,0.6026393322901651,0.07319095385604224,-1.9555278611173174e-15
420,0.1268869447340715,0.04281965418798893,-2.524290843758783e-15
421,0.13400791832650724,0.04738346101612154,1.7877270295415519e-16
422,0.11238472211723023,0.040726435663799,6.720542800238289e-16
423,0.5752952268152652,0.06752931937920714,6.821317447254982e-15
424,0.07301153320900712,0.022160291964282073,1.6390636039838683e-15
425,0.49214552464381867,0.05243790814389821,-1.38777153862212e-14
426,0.6880823804231417,0.06512448690502805,-1.1431024279636967e-15
427,0.6649895016944474,0.055139042186324774,-2.3824275794904242e-14
428,0.10943301284285364,0.03251609548955353,5.954811189336923e-15
429,0.054208545699023857,0.02777712864059937,3.2190673986669005e-15
430,0.08978046983299512,0.045566193674865946,3.5822254780526044e-15
431,0.7196607447709935,0.057507122207710856,-9.045312154574872e-15
432,0.6129807088073538,0.06263214707026171,5.987672487277149e-15
433,0.4505440614089038,0.0650038713090793,5.486080532381269e-15
434,0.6433563657585704,0.0778975708960854,-9.973467293752695e-15
435,0.6405406854223803,0.08290056641107107,-6.273882623827613e-16
436,0.07307720971876666,0.03397553640100583,1.0696669324014064e-15
437,0.13738904528641277,0.03925380239396277,-4.479420386113189e-15
